"obs","paper_id","paper_obs_count","i_report","la","la_type","la_aggmean","la_indmean","la_indmedian","both_stats","se","se_imp","se_type","se_calc","se_calc_method","main_citation","main_title","main_lastnames","main_firstnames","main_yearpub","main_published","main_journal","main_affliations","pub_econtopfive","pub_regular","pub_unpub","pub_type_1","pub_type_2","journal_if","journal_if_std","data_type","type_lab_exp","type_field_exp","type_class_exp","type_online_exp","type_gameshow","type_field_other","location","loc_lab","loc_field","loc_online","loc_class","subject","subject_children","subject_uni","subject_elderly","subject_gen","subject_farmer","subject_mixed","subject_unknown","subject_monkey","reward","reward_type","reward_real","reward_money","reward_food","reward_cons_good","reward_env_good","reward_health","reward_other","reward_mixed","method","method_question","method_seqbin","method_mpl","method_matching","method_bdm","method_gp","method_other","method_other_type","computer","spec_u","spec_u_fine","spec_u_est","spec_u_crra","spec_u_crra_eq","spec_u_crra_noneq","spec_u_cara","spec_u_linear","spec_u_other","spec_nonparametric","spec_rp","spec_rp_statusquo","spec_rp_expectation","spec_rp_zero","spec_rp_other","la_def","loss_tversky_kahneman","loss_koebberling_wakker","loss_neilson","loss_wakker_tversky","loss_bowman","loss_koszegi_rabin","loss_other","loc_country","loc_state","loc_city","continent","continent_africa","continent_europe","continent_s_america","continent_asia","continent_oceania","continent_n_america","continent_multiple","journal_category","journal_cat_1","journal_cat_2","cat_econ","cat_psych","cat_neuro","cat_agri","cat_medical","cat_mgt","cat_transport","cat_multi"
510,147,17,424,1.38,"Aggregate",1,0,0,0,0.03,0.03,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"France",NA,"Paris","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
511,147,18,425,3.8,"Aggregate",1,0,0,0,0.83,0.83,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Georgia",NA,NA,"Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
512,147,19,426,1.38,"Aggregate",1,0,0,0,0.004,0.004,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Germany",NA,"Hamburg; Trier; Konstanz; Madgeburg","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
513,147,20,427,1.29,"Aggregate",1,0,0,0,0.06,0.06,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Greece",NA,"Volos","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
514,147,21,428,1.27,"Aggregate",1,0,0,0,0.05,0.05,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Hong Kong",NA,"Hong Kong","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
515,147,22,429,1.37,"Aggregate",1,0,0,0,0.03,0.03,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Hungary",NA,"Pecs","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
516,147,23,430,1.38,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"India",NA,"Kanpur","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
517,147,24,431,1.32,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Ireland",NA,"Maynooth","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
518,147,25,432,1.31,"Aggregate",1,0,0,0,0.04,0.04,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Israel",NA,"Beersheba","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
519,147,26,433,1.43,"Aggregate",1,0,0,0,0.06,0.06,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Italy",NA,"Venice","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
520,147,27,434,1.37,"Aggregate",1,0,0,0,0.02,0.02,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Japan",NA,"Kyoto","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
521,147,28,435,1.1,"Aggregate",1,0,0,0,0.03,0.03,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Lebanon",NA,"Beirut","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
522,147,29,436,1.29,"Aggregate",1,0,0,0,0.06,0.06,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Lithuania",NA,"Vilnius","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
523,147,30,437,0.94,"Aggregate",1,0,0,0,0.15,0.15,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Luxembourg",NA,"Luxembourg","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
524,147,31,438,1.06,"Aggregate",1,0,0,0,0.03,0.03,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Malaysia",NA,"Kuala Lumpur","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
525,147,32,439,1.14,"Aggregate",1,0,0,0,0.09,0.09,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Mexico",NA,"Guanajuato","North America",0,0,0,0,0,1,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
526,147,33,440,1.95,"Aggregate",1,0,0,0,0.22,0.22,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Moldova",NA,"Chisinau","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
527,147,34,441,1.47,"Aggregate",1,0,0,0,0.08,0.08,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
528,147,35,442,0.99,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"New Zealand",NA,"Palmerston North","Oceania",0,0,0,0,1,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
529,147,36,443,1.05,"Aggregate",1,0,0,0,0.13,0.13,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Nigeria",NA,"Ibadan","Africa",1,0,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
530,147,37,444,1.27,"Aggregate",1,0,0,0,0.31,0.31,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Norway",NA,"Bergen","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
531,147,38,445,1.59,"Aggregate",1,0,0,0,0.09,0.09,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Poland",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
532,147,39,446,2.31,"Aggregate",1,0,0,0,0.33,0.33,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Portugal",NA,"Lisbon","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
533,147,40,447,3.19,"Aggregate",1,0,0,0,0.44,0.44,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Romania",NA,"Bucharest","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
534,147,41,448,1.41,"Aggregate",1,0,0,0,0.04,0.04,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Russia",NA,"Vladivostok","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
535,147,42,449,1.31,"Aggregate",1,0,0,0,0.05,0.05,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Slovenia",NA,"Ljubljana","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
536,147,43,450,1.28,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"South Korea",NA,"Seoul","Asia",0,0,0,1,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
537,147,44,451,1.63,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Rieger et al. (2017)","Estimating Cumulative Prospect Theory Parameters from an International Survey","Rieger; Wang; Hens","Marc Oliver; Mei; Thorsten",2017,1,"Theory and Decision","University of Trier; Otto Beisheim School of Management; University of Zurich; Norwegian School of Economics",0,1,0,"Published","Published",0.68,-0.451310937150862,"Classroom experiment",0,0,1,0,0,0,"Class",0,0,0,1,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Spain",NA,"Seville","Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
